CustomerID,Age,Gender,City,PreferredChannel,RecencyDays,PurchaseFrequency,MonetaryValue,TrueSegment
CUST102424,48,Male,Noida,Online,29,24,7566.97,Champions
CUST102425,23,Male,Noida,Mobile App,309,3,720.57,Lost
CUST102426,22,Female,Delhi,Store,158,12,2037.4,At Risk
CUST102427,21,Male,Pune,Online,11,27,4083.95,Champions
CUST102428,44,Male,Pune,Online,99,7,2172.76,At Risk
CUST102429,18,Male,Bengaluru,Mobile App,164,5,1327.5,At Risk
CUST102430,21,Female,Noida,Store,115,8,2751.3,At Risk
CUST102431,32,Female,Pune,Online,251,2,68.52,Lost
CUST102432,38,Male,Pune,Online,199,8,2915.18,At Risk
CUST102433,32,Female,Delhi,Mobile App,118,4,3637.05,Potential Loyalists
CUST102434,37,Male,Kolkata,Mobile App,26,16,2162.68,Loyal
CUST102435,42,Male,Mumbai,Online,157,10,2035.47,At Risk
CUST102436,18,Male,Noida,Mobile App,252,1,832.88,Lost
CUST102437,42,Male,Chennai,Online,113,6,2111.45,Potential Loyalists
CUST102438,57,Male,Delhi,Mobile App,183,8,2011.15,At Risk
CUST102439,33,Male,Kolkata,Online,71,10,2342.7,Potential Loyalists
CUST102440,41,Male,Chennai,Online,190,6,3088.72,At Risk
CUST102441,46,Male,Noida,Mobile App,319,2,429.07,Lost
CUST102442,43,Female,Kolkata,Online,41,17,1607.72,Loyal
CUST102443,45,Female,Mumbai,Mobile App,71,12,5142.13,Loyal
CUST102444,30,Female,Delhi,Mobile App,96,6,2431.14,Potential Loyalists
CUST102445,36,Male,Kolkata,Store,103,9,2184.07,Potential Loyalists
CUST102446,41,Female,Hyderabad,Mobile App,98,8,1200.91,Potential Loyalists
CUST102447,35,Male,Pune,Mobile App,30,16,3457.68,Champions
CUST102448,49,Male,Chennai,Online,31,8,1674.96,Potential Loyalists
CUST102449,27,Male,Hyderabad,Online,42,6,1552.79,Potential Loyalists
CUST102450,37,Female,Noida,Store,90,5,2318.02,Potential Loyalists
CUST102451,36,Male,Kolkata,Online,204,9,1918.72,At Risk
CUST102452,37,Male,Hyderabad,Mobile App,107,7,1151.94,At Risk
CUST102453,30,Male,Bengaluru,Mobile App,227,7,720.81,At Risk
CUST102454,32,Female,Mumbai,Mobile App,132,8,3192.25,At Risk
CUST102455,28,Male,Kolkata,Online,176,8,2856.08,At Risk
CUST102456,29,Male,Pune,Online,99,13,2998.09,Potential Loyalists
CUST102457,41,Male,Noida,Online,41,6,2326.6,Potential Loyalists
CUST102458,33,Male,Pune,Online,8,20,6749.23,Champions
CUST102459,48,Male,Bengaluru,Store,10,14,2787.3,Loyal
CUST102460,36,Male,Hyderabad,Online,111,5,2728.19,Potential Loyalists
CUST102461,38,Female,Mumbai,Store,233,2,1248.94,Lost
CUST102462,47,Male,Mumbai,Store,177,7,1567.24,At Risk
CUST102463,29,Male,Hyderabad,Mobile App,13,20,8468.46,Champions
CUST102464,40,Male,Kolkata,Mobile App,27,3,1455.77,Potential Loyalists
CUST102465,47,Male,Chennai,Store,44,15,2970.68,Loyal
CUST102466,36,Female,Chennai,Online,200,8,1392.44,At Risk
CUST102467,21,Male,Delhi,Online,187,4,1174.2,Lost
CUST102468,23,Male,Kolkata,Online,25,5,1479.55,Potential Loyalists
CUST102469,19,Male,Hyderabad,Online,27,9,802.01,Potential Loyalists
CUST102470,37,Male,Pune,Online,67,17,1987.16,Loyal
CUST102471,32,Female,Delhi,Store,51,6,1789.14,Potential Loyalists
CUST102472,18,Female,Bengaluru,Store,337,4,2363.1,Lost
CUST102473,33,Male,Bengaluru,Store,193,9,2949.74,At Risk
CUST102474,18,Female,Pune,Store,32,10,1581.85,Potential Loyalists
CUST102475,43,Female,Hyderabad,Mobile App,47,13,5116.86,Loyal
CUST102476,36,Male,Bengaluru,Mobile App,1,23,8035.12,Champions
CUST102477,36,Male,Chennai,Store,25,28,8788.04,Champions
CUST102478,32,Female,Delhi,Store,31,11,2550.69,Loyal
CUST102479,34,Female,Mumbai,Store,25,10,3018.86,Loyal
CUST102480,44,Male,Bengaluru,Store,300,1,1871.89,Lost
CUST102481,34,Other,Chennai,Mobile App,50,7,1816.66,Potential Loyalists
CUST102482,38,Female,Delhi,Mobile App,10,9,5250.72,Loyal
CUST102483,18,Male,Hyderabad,Store,34,25,6862.84,Champions
CUST102484,19,Male,Chennai,Store,74,16,3803.58,Loyal
CUST102485,43,Male,Hyderabad,Online,143,7,2648.38,At Risk
CUST102486,45,Male,Bengaluru,Online,54,11,4523.97,Loyal
CUST102487,39,Male,Chennai,Mobile App,211,9,1598.23,At Risk
CUST102488,34,Male,Hyderabad,Mobile App,232,10,1078.4,At Risk
CUST102489,29,Male,Mumbai,Online,29,19,10923.41,Champions
CUST102490,26,Female,Noida,Store,78,8,1027.31,Potential Loyalists
CUST102491,46,Female,Pune,Mobile App,269,3,1695.07,Lost
CUST102492,32,Male,Mumbai,Mobile App,24,10,3288.18,Potential Loyalists
CUST102493,35,Female,Bengaluru,Online,31,20,5437.5,Champions
CUST102494,25,Male,Noida,Online,311,1,273.26,Lost
CUST102495,55,Female,Chennai,Online,264,7,213.54,Lost
CUST102496,32,Male,Noida,Mobile App,101,5,2202.77,Potential Loyalists
CUST102497,58,Female,Bengaluru,Store,52,8,2847.17,Potential Loyalists
CUST102498,27,Male,Mumbai,Store,29,8,3357.12,Loyal
CUST102499,34,Female,Chennai,Store,228,9,3921.85,At Risk
CUST102500,40,Female,Mumbai,Store,82,6,1724.84,Potential Loyalists
CUST102501,41,Female,Kolkata,Store,23,25,5732.69,Champions
CUST102502,35,Female,Delhi,Store,164,8,2161.65,At Risk
CUST102503,54,Male,Kolkata,Online,284,4,274.73,Lost
CUST102504,37,Male,Kolkata,Online,345,1,528.36,Lost
CUST102505,19,Female,Pune,Online,19,12,3448.8,Loyal
CUST102506,21,Female,Noida,Online,17,22,7867.6,Champions
CUST102507,27,Male,Hyderabad,Store,218,1,1918.82,Lost
CUST102508,28,Female,Delhi,Online,279,4,339.18,Lost
CUST102509,18,Female,Chennai,Mobile App,89,2,1822.1,Potential Loyalists
CUST102510,54,Female,Kolkata,Mobile App,122,6,1950.16,At Risk
CUST102511,35,Male,Pune,Mobile App,30,6,1986.21,Potential Loyalists
CUST102512,28,Male,Chennai,Store,101,8,1942.11,Potential Loyalists
CUST102513,31,Male,Chennai,Mobile App,12,25,4519.63,Champions
CUST102514,50,Female,Delhi,Mobile App,4,20,5507.39,Champions
CUST102515,48,Female,Hyderabad,Store,57,8,4054.21,Loyal
CUST102516,28,Male,Hyderabad,Mobile App,359,2,856.21,Lost
CUST102517,23,Female,Chennai,Store,4,16,7155.97,Champions
CUST102518,21,Female,Bengaluru,Online,58,12,4785.59,Loyal
CUST102519,29,Female,Hyderabad,Online,91,5,1772.83,Potential Loyalists
CUST102520,18,Female,Chennai,Online,69,11,2400.24,Loyal
CUST102521,26,Female,Bengaluru,Online,55,12,2892.62,Loyal
CUST102522,32,Male,Mumbai,Store,116,8,1966.09,Potential Loyalists
CUST102523,31,Male,Hyderabad,Online,11,12,4682.11,Loyal
CUST102524,33,Male,Chennai,Mobile App,93,10,2760.66,At Risk
CUST102525,27,Male,Bengaluru,Store,248,2,138.2,Lost
CUST102526,35,Male,Pune,Mobile App,24,24,4726.62,Champions
CUST102527,28,Male,Hyderabad,Online,231,3,774.76,Lost
CUST102528,33,Male,Hyderabad,Store,207,5,1822.02,Lost
CUST102529,19,Female,Delhi,Online,287,6,411.64,Lost
CUST102530,34,Male,Bengaluru,Online,133,9,2350.87,At Risk
CUST102531,43,Female,Bengaluru,Online,92,8,2553.69,At Risk
CUST102532,35,Female,Bengaluru,Online,197,8,1353.69,At Risk
CUST102533,18,Male,Chennai,Mobile App,225,5,2099.19,At Risk
CUST102534,42,Female,Noida,Mobile App,9,20,8702.42,Champions
CUST102535,23,Male,Mumbai,Store,191,1,468.41,Lost
CUST102536,36,Female,Delhi,Online,73,6,836.54,Potential Loyalists
CUST102537,24,Female,Mumbai,Store,160,10,3384.48,At Risk
CUST102538,31,Female,Delhi,Store,20,14,3115.43,Loyal
CUST102539,42,Male,Delhi,Online,16,27,7990.45,Champions
CUST102540,18,Female,Chennai,Store,46,7,398.55,Potential Loyalists
CUST102541,47,Female,Pune,Store,24,7,1407.2,Potential Loyalists
CUST102542,42,Female,Hyderabad,Mobile App,43,9,3140.3,Potential Loyalists
CUST102543,34,Male,Noida,Online,48,17,1333.08,Loyal
CUST102544,33,Female,Noida,Mobile App,12,16,3336.56,Loyal
CUST102545,18,Female,Chennai,Online,92,9,2380.75,Potential Loyalists
CUST102546,51,Female,Bengaluru,Mobile App,41,15,4651.07,Loyal
CUST102547,25,Male,Noida,Online,322,2,954.31,Lost
CUST102548,28,Male,Delhi,Online,36,12,2169.7,Loyal
CUST102549,38,Male,Pune,Online,17,15,5350.64,Loyal
CUST102550,20,Male,Hyderabad,Store,32,13,2185.61,Loyal
CUST102551,25,Male,Chennai,Online,20,6,1695.23,Potential Loyalists
CUST102552,27,Male,Kolkata,Online,72,6,1196.73,Potential Loyalists
CUST102553,37,Male,Bengaluru,Store,95,5,5042.29,At Risk
CUST102554,40,Male,Mumbai,Online,240,1,1317.67,Lost
CUST102555,37,Female,Chennai,Store,30,12,4537.13,Loyal
CUST102556,18,Female,Pune,Mobile App,156,9,3140.74,At Risk
CUST102557,25,Male,Kolkata,Mobile App,12,29,5536.26,Champions
CUST102558,28,Male,Mumbai,Mobile App,68,9,6124.26,Loyal
CUST102559,28,Male,Chennai,Store,41,14,1123.92,Potential Loyalists
CUST102560,47,Female,Pune,Online,16,19,6832.73,Champions
CUST102561,33,Female,Noida,Online,58,5,3740.71,Potential Loyalists
CUST102562,42,Male,Pune,Store,206,12,2806.27,At Risk
CUST102563,34,Male,Bengaluru,Online,151,11,3385.23,At Risk
CUST102564,41,Female,Kolkata,Online,32,7,2106.11,Potential Loyalists
CUST102565,28,Female,Chennai,Online,79,5,1990.46,Potential Loyalists
CUST102566,18,Male,Noida,Store,13,12,4282.26,Loyal
CUST102567,18,Female,Bengaluru,Mobile App,24,20,9533.95,Champions
CUST102568,20,Male,Hyderabad,Mobile App,12,22,4960.85,Champions
CUST102569,24,Female,Mumbai,Online,213,13,947.76,At Risk
CUST102570,18,Male,Delhi,Online,207,3,471.09,Lost
CUST102571,37,Female,Chennai,Online,4,22,5595.69,Champions
CUST102572,22,Male,Chennai,Store,92,11,1870.17,Potential Loyalists
CUST102573,25,Male,Chennai,Online,148,10,638.21,At Risk
CUST102574,19,Male,Chennai,Store,322,2,2093.85,Lost
CUST102575,41,Male,Delhi,Online,88,8,6261.53,Potential Loyalists
CUST102576,20,Male,Delhi,Online,29,4,1918.6,Potential Loyalists
CUST102577,31,Male,Mumbai,Store,235,8,1488.57,At Risk
CUST102578,33,Male,Chennai,Store,301,4,1076.53,Lost
CUST102579,26,Female,Bengaluru,Online,16,24,2785.84,Champions
CUST102580,42,Female,Hyderabad,Store,300,2,820.26,Lost
CUST102581,39,Male,Mumbai,Mobile App,1,30,4309.14,Champions
CUST102582,65,Female,Kolkata,Store,228,4,526.5,Lost
CUST102583,40,Other,Pune,Mobile App,8,20,9734.2,Champions
CUST102584,40,Female,Pune,Online,71,14,4684.65,Loyal
CUST102585,24,Female,Kolkata,Online,21,19,8124.61,Champions
CUST102586,37,Male,Mumbai,Online,64,4,1712.44,Potential Loyalists
CUST102587,44,Female,Pune,Store,10,16,3400.61,Loyal
CUST102588,23,Female,Chennai,Online,19,13,1060.5,Loyal
CUST102589,36,Male,Chennai,Mobile App,95,8,823.0,Potential Loyalists
CUST102590,25,Female,Hyderabad,Mobile App,98,9,2591.48,Potential Loyalists
CUST102591,30,Male,Mumbai,Mobile App,199,10,2305.31,At Risk
CUST102592,35,Female,Kolkata,Store,210,2,2329.73,Lost
CUST102593,32,Female,Delhi,Mobile App,182,11,3914.97,At Risk
CUST102594,18,Male,Hyderabad,Mobile App,19,17,6088.04,Champions
CUST102595,39,Female,Hyderabad,Online,29,13,3449.05,Loyal
CUST102596,18,Female,Hyderabad,Mobile App,273,2,862.42,Lost
CUST102597,47,Male,Noida,Online,29,24,7115.59,Champions
CUST102598,55,Male,Pune,Online,36,8,1880.72,Potential Loyalists
CUST102599,44,Female,Delhi,Online,186,2,763.32,Lost
CUST102600,38,Male,Bengaluru,Online,181,2,1716.76,Lost
CUST102601,37,Male,Noida,Online,70,11,2433.57,Potential Loyalists
CUST102602,24,Male,Hyderabad,Mobile App,206,7,851.41,At Risk
CUST102603,29,Male,Hyderabad,Online,38,8,1048.97,Potential Loyalists
CUST102604,38,Male,Chennai,Mobile App,210,10,1297.94,At Risk
CUST102605,18,Male,Bengaluru,Mobile App,26,24,7046.6,Champions
CUST102606,19,Male,Delhi,Store,34,28,5002.5,Champions
CUST102607,29,Male,Chennai,Store,42,6,2845.79,Potential Loyalists
CUST102608,29,Female,Pune,Online,32,12,4452.28,Loyal
CUST102609,42,Female,Chennai,Online,166,12,697.11,At Risk
CUST102610,43,Male,Kolkata,Online,60,13,2719.91,Loyal
CUST102611,42,Female,Hyderabad,Mobile App,227,2,852.08,Lost
CUST102612,47,Male,Bengaluru,Online,120,11,2367.57,At Risk
CUST102613,34,Male,Hyderabad,Online,73,7,2047.97,Potential Loyalists
CUST102614,24,Male,Chennai,Online,100,9,786.78,At Risk
CUST102615,20,Female,Hyderabad,Online,71,13,5337.99,Loyal
CUST102616,44,Female,Mumbai,Online,92,6,1031.91,Potential Loyalists
CUST102617,29,Female,Hyderabad,Mobile App,17,14,2808.08,Loyal
CUST102618,49,Male,Hyderabad,Online,267,4,1311.63,Lost
CUST102619,39,Female,Hyderabad,Store,192,3,656.89,Lost
CUST102620,40,Female,Pune,Mobile App,345,1,549.91,Lost
CUST102621,42,Female,Chennai,Store,244,3,1343.95,Lost
CUST102622,26,Male,Mumbai,Online,262,2,926.22,Lost
CUST102623,53,Female,Chennai,Online,15,14,3608.96,Loyal
CUST102624,36,Female,Mumbai,Online,250,3,1274.5,Lost
CUST102625,23,Male,Hyderabad,Online,87,7,4325.21,Potential Loyalists
CUST102626,51,Female,Bengaluru,Store,43,6,1842.33,Potential Loyalists
CUST102627,18,Male,Kolkata,Online,105,7,4685.82,Potential Loyalists
CUST102628,29,Female,Pune,Mobile App,30,11,2112.82,Loyal
CUST102629,49,Female,Chennai,Mobile App,38,13,1696.72,Loyal
CUST102630,34,Male,Noida,Online,69,12,1737.87,Loyal
CUST102631,48,Female,Bengaluru,Online,28,28,5060.03,Champions
CUST102632,47,Male,Bengaluru,Store,70,6,806.21,Potential Loyalists
CUST102633,32,Female,Bengaluru,Store,323,4,877.75,Lost
CUST102634,40,Female,Mumbai,Online,221,11,2150.3,At Risk
CUST102635,18,Female,Hyderabad,Mobile App,108,12,1891.46,Potential Loyalists
CUST102636,41,Female,Delhi,Mobile App,85,7,2466.18,Potential Loyalists
CUST102637,18,Male,Noida,Store,81,8,3185.35,Potential Loyalists
CUST102638,26,Female,Mumbai,Store,44,12,1224.69,Loyal
CUST102639,38,Male,Pune,Online,302,3,664.26,Lost
CUST102640,45,Female,Delhi,Mobile App,18,15,4441.34,Loyal
CUST102641,18,Male,Hyderabad,Store,199,7,3270.06,At Risk
CUST102642,34,Female,Chennai,Store,208,12,2042.29,At Risk
CUST102643,18,Male,Hyderabad,Online,118,8,2892.0,Potential Loyalists
CUST102644,34,Male,Pune,Mobile App,328,3,782.34,Lost
CUST102645,24,Female,Chennai,Store,20,12,2476.23,Loyal
CUST102646,39,Female,Delhi,Store,350,2,433.45,Lost
CUST102647,41,Female,Bengaluru,Online,200,7,5093.33,At Risk
CUST102648,28,Male,Chennai,Online,232,6,2166.61,At Risk
CUST102649,37,Other,Pune,Mobile App,112,5,3841.28,At Risk
CUST102650,46,Male,Kolkata,Online,330,2,718.89,Lost
CUST102651,48,Female,Chennai,Online,334,3,1757.26,Lost
CUST102652,55,Female,Mumbai,Store,115,5,1538.91,Potential Loyalists
CUST102653,27,Male,Hyderabad,Store,104,8,4056.3,At Risk
CUST102654,18,Female,Mumbai,Online,188,14,1737.7,At Risk
CUST102655,36,Male,Pune,Online,20,4,1456.68,Potential Loyalists
CUST102656,31,Female,Pune,Online,359,2,76.39,Lost
CUST102657,28,Female,Chennai,Online,73,17,3310.02,Loyal
CUST102658,33,Female,Bengaluru,Store,119,5,1356.22,Potential Loyalists
CUST102659,41,Male,Hyderabad,Online,30,25,3624.78,Champions
CUST102660,37,Female,Hyderabad,Store,44,12,1760.64,Loyal
CUST102661,38,Male,Noida,Online,253,3,161.84,Lost
CUST102662,31,Male,Pune,Mobile App,63,14,3764.32,Loyal
CUST102663,41,Male,Bengaluru,Mobile App,60,11,2680.92,Loyal
CUST102664,36,Female,Mumbai,Mobile App,44,12,4704.61,Loyal
CUST102665,39,Female,Chennai,Mobile App,29,8,4540.79,Potential Loyalists
CUST102666,35,Male,Pune,Online,217,6,3622.3,At Risk
CUST102667,22,Female,Mumbai,Online,348,1,1328.68,Lost
CUST102668,33,Female,Kolkata,Online,16,25,4296.41,Champions
CUST102669,43,Male,Hyderabad,Store,108,5,1017.99,Potential Loyalists
CUST102670,31,Female,Kolkata,Online,60,10,2926.72,Potential Loyalists
CUST102671,34,Male,Delhi,Mobile App,45,5,1967.99,Potential Loyalists
CUST102672,31,Male,Chennai,Store,72,13,1856.87,Potential Loyalists
CUST102673,35,Male,Chennai,Online,32,12,3554.41,Loyal
CUST102674,39,Female,Pune,Online,78,6,2579.63,Potential Loyalists
CUST102675,37,Female,Chennai,Online,107,9,1514.26,Potential Loyalists
CUST102676,44,Female,Hyderabad,Mobile App,52,6,3127.43,Potential Loyalists
CUST102677,24,Female,Bengaluru,Store,45,7,2022.75,Potential Loyalists
CUST102678,28,Male,Mumbai,Online,140,12,1872.07,At Risk
CUST102679,23,Male,Chennai,Online,145,6,1915.25,At Risk
CUST102680,31,Male,Chennai,Online,74,12,5179.52,Loyal
CUST102681,34,Female,Kolkata,Mobile App,202,5,1417.87,At Risk
CUST102682,28,Female,Chennai,Store,348,2,443.06,Lost
CUST102683,21,Female,Mumbai,Store,30,27,6261.17,Champions
CUST102684,31,Female,Noida,Online,48,4,1274.79,Potential Loyalists
CUST102685,18,Male,Kolkata,Mobile App,33,15,4435.7,Loyal
CUST102686,18,Male,Mumbai,Online,167,7,1236.23,At Risk
CUST102687,28,Male,Pune,Store,24,18,1059.84,Loyal
CUST102688,33,Male,Pune,Store,177,9,2221.55,At Risk
CUST102689,32,Female,Kolkata,Store,44,15,2796.97,Loyal
CUST102690,30,Male,Chennai,Mobile App,68,7,3941.25,Potential Loyalists
CUST102691,22,Male,Bengaluru,Mobile App,208,3,993.25,Lost
CUST102692,37,Female,Kolkata,Online,32,16,1403.46,Loyal
CUST102693,29,Male,Mumbai,Online,272,2,1495.06,Lost
CUST102694,39,Female,Mumbai,Store,238,3,1020.3,Lost
CUST102695,40,Male,Noida,Mobile App,290,4,753.44,Lost
CUST102696,24,Male,Hyderabad,Online,56,10,1641.42,Loyal
CUST102697,42,Male,Bengaluru,Online,142,10,1161.02,At Risk
CUST102698,28,Female,Chennai,Online,25,24,7788.06,Champions
CUST102699,25,Female,Bengaluru,Online,18,14,1391.83,Loyal
CUST102700,47,Male,Delhi,Mobile App,236,6,1042.86,Lost
CUST102701,46,Male,Bengaluru,Mobile App,169,7,2281.07,At Risk
CUST102702,35,Female,Mumbai,Store,112,4,1698.47,Potential Loyalists
CUST102703,18,Female,Kolkata,Online,15,15,1274.49,Loyal
CUST102704,53,Female,Hyderabad,Mobile App,223,8,1586.37,At Risk
CUST102705,20,Female,Chennai,Online,184,4,1104.95,At Risk
CUST102706,28,Other,Bengaluru,Mobile App,68,6,2232.0,Potential Loyalists
CUST102707,31,Female,Chennai,Online,328,2,500.26,Lost
CUST102708,26,Male,Delhi,Online,51,9,1347.05,Loyal
CUST102709,24,Male,Chennai,Mobile App,12,15,5210.37,Loyal
CUST102710,18,Female,Hyderabad,Mobile App,107,9,4245.38,At Risk
CUST102711,48,Female,Pune,Mobile App,275,5,295.68,Lost
CUST102712,52,Male,Delhi,Store,49,8,2137.75,Loyal
CUST102713,44,Male,Pune,Store,63,12,4523.99,Loyal
CUST102714,23,Female,Bengaluru,Online,34,24,5110.73,Champions
CUST102715,18,Female,Kolkata,Online,180,4,819.41,Lost
CUST102716,50,Female,Noida,Online,52,11,1650.36,Loyal
CUST102717,18,Female,Chennai,Mobile App,92,6,928.74,Potential Loyalists
CUST102718,45,Female,Pune,Mobile App,357,4,763.11,Lost
CUST102719,23,Other,Chennai,Store,10,26,4510.31,Champions
CUST102720,26,Male,Kolkata,Mobile App,21,10,2046.55,Potential Loyalists
CUST102721,30,Male,Delhi,Mobile App,85,7,949.67,Potential Loyalists
CUST102722,39,Female,Bengaluru,Store,147,8,1679.75,At Risk
CUST102723,50,Male,Delhi,Store,46,15,1277.42,Loyal
CUST102724,34,Female,Delhi,Online,49,7,2913.5,Potential Loyalists
CUST102725,23,Female,Hyderabad,Store,41,17,2247.82,Loyal
CUST102726,28,Female,Bengaluru,Mobile App,168,6,1890.34,At Risk
CUST102727,18,Female,Kolkata,Online,149,10,1738.1,At Risk
CUST102728,42,Female,Hyderabad,Store,8,23,6184.6,Champions
CUST102729,25,Other,Bengaluru,Online,16,13,2388.37,Loyal
CUST102730,25,Male,Chennai,Store,339,1,3171.38,Lost
CUST102731,18,Female,Noida,Store,33,21,6135.96,Champions
CUST102732,25,Male,Mumbai,Mobile App,13,11,2797.98,Loyal
CUST102733,25,Male,Noida,Online,99,6,2041.06,Potential Loyalists
CUST102734,18,Male,Noida,Store,40,11,3974.75,Loyal
CUST102735,27,Male,Mumbai,Online,32,16,3602.99,Loyal
CUST102736,45,Male,Mumbai,Online,119,6,1937.37,Potential Loyalists
CUST102737,23,Female,Delhi,Store,61,13,2865.77,Loyal
CUST102738,54,Other,Kolkata,Online,43,8,2525.34,Potential Loyalists
CUST102739,40,Male,Mumbai,Mobile App,149,10,947.14,At Risk
CUST102740,26,Female,Chennai,Mobile App,78,7,524.0,Potential Loyalists
CUST102741,39,Male,Noida,Store,29,24,9374.03,Champions
CUST102742,44,Male,Kolkata,Store,267,2,1328.35,Lost
CUST102743,43,Male,Mumbai,Store,60,17,2397.53,Loyal
CUST102744,29,Female,Noida,Mobile App,150,10,1583.18,At Risk
CUST102745,34,Female,Pune,Online,51,14,2495.87,Loyal
CUST102746,30,Male,Bengaluru,Online,206,10,5526.42,At Risk
CUST102747,32,Female,Noida,Online,33,18,3992.46,Loyal
CUST102748,37,Female,Noida,Online,55,10,4850.17,Loyal
CUST102749,24,Female,Bengaluru,Online,77,9,3923.97,Potential Loyalists
CUST102750,22,Male,Chennai,Store,19,24,9473.99,Champions
CUST102751,27,Male,Hyderabad,Mobile App,44,13,3378.12,Loyal
CUST102752,18,Female,Delhi,Store,232,5,2565.96,At Risk
CUST102753,42,Male,Kolkata,Online,272,4,386.35,Lost
CUST102754,18,Male,Bengaluru,Online,19,27,5118.87,Champions
CUST102755,44,Female,Hyderabad,Store,263,2,819.78,Lost
CUST102756,26,Male,Hyderabad,Store,201,10,1998.85,At Risk
CUST102757,34,Male,Kolkata,Online,343,3,1298.89,Lost
CUST102758,18,Female,Kolkata,Online,112,7,1939.12,At Risk
CUST102759,23,Female,Pune,Store,193,5,2326.56,At Risk
CUST102760,33,Male,Pune,Mobile App,45,7,1804.96,Potential Loyalists
CUST102761,27,Female,Noida,Store,184,9,1074.18,At Risk
CUST102762,35,Female,Kolkata,Mobile App,344,2,612.21,Lost
CUST102763,32,Male,Pune,Store,16,23,3529.32,Champions
CUST102764,37,Male,Chennai,Store,61,11,2495.31,Loyal
CUST102765,55,Female,Delhi,Mobile App,27,24,7970.67,Champions
CUST102766,43,Female,Kolkata,Online,214,4,290.19,Lost
CUST102767,23,Male,Kolkata,Store,27,4,4726.84,Potential Loyalists
CUST102768,38,Female,Noida,Mobile App,157,6,1861.34,At Risk
CUST102769,18,Female,Mumbai,Online,292,2,869.52,Lost
CUST102770,43,Male,Kolkata,Mobile App,273,2,2105.59,Lost
CUST102771,28,Female,Bengaluru,Store,37,11,1575.63,Loyal
CUST102772,44,Female,Kolkata,Online,99,6,2873.62,At Risk
CUST102773,28,Female,Kolkata,Online,226,3,2773.64,Lost
CUST102774,29,Male,Pune,Online,10,15,4613.19,Champions
CUST102775,42,Male,Noida,Online,152,10,2818.91,At Risk
CUST102776,30,Male,Pune,Online,48,13,2697.35,Loyal
CUST102777,59,Female,Chennai,Store,135,8,281.23,At Risk
CUST102778,21,Female,Hyderabad,Mobile App,29,7,3626.1,Potential Loyalists
CUST102779,38,Female,Delhi,Mobile App,32,8,4083.88,Loyal
CUST102780,28,Male,Pune,Mobile App,22,17,7306.8,Champions
CUST102781,19,Other,Noida,Mobile App,31,18,2543.46,Champions
CUST102782,32,Female,Kolkata,Online,11,22,4579.77,Champions
CUST102783,52,Male,Chennai,Online,147,8,973.09,At Risk
CUST102784,25,Female,Chennai,Store,54,20,1468.39,Loyal
CUST102785,26,Female,Bengaluru,Online,53,14,1140.47,Loyal
CUST102786,30,Male,Kolkata,Online,94,6,1650.33,At Risk
CUST102787,43,Female,Kolkata,Online,164,12,1890.79,At Risk
CUST102788,24,Female,Mumbai,Mobile App,22,7,806.05,Potential Loyalists
CUST102789,51,Male,Kolkata,Mobile App,329,5,911.18,Lost
CUST102790,28,Male,Pune,Store,34,10,2541.77,Loyal
CUST102791,28,Male,Chennai,Mobile App,228,3,139.65,Lost
CUST102792,31,Male,Bengaluru,Mobile App,30,27,9284.24,Champions
CUST102793,22,Female,Noida,Online,177,9,2207.89,At Risk
CUST102794,20,Female,Noida,Online,245,3,318.83,Lost
CUST102795,23,Male,Delhi,Online,192,4,160.4,Lost
CUST102796,41,Male,Mumbai,Online,48,4,2786.51,Potential Loyalists
CUST102797,46,Male,Delhi,Store,105,9,1280.06,At Risk
CUST102798,33,Male,Noida,Online,52,14,1564.39,Loyal
CUST102799,27,Male,Bengaluru,Mobile App,200,4,1002.53,At Risk
CUST102800,43,Female,Chennai,Mobile App,148,4,2431.14,At Risk
CUST102801,33,Female,Bengaluru,Mobile App,249,1,2436.58,Lost
CUST102802,45,Male,Pune,Online,61,7,1203.82,Potential Loyalists
CUST102803,36,Female,Bengaluru,Online,24,23,12568.28,Champions
CUST102804,25,Female,Bengaluru,Store,107,11,2099.92,Potential Loyalists
CUST102805,32,Female,Chennai,Online,29,18,6443.48,Champions
CUST102806,18,Male,Hyderabad,Store,71,12,2484.29,Loyal
CUST102807,27,Female,Noida,Mobile App,61,10,1936.02,Loyal
CUST102808,48,Female,Hyderabad,Mobile App,200,10,1516.1,At Risk
CUST102809,35,Female,Noida,Online,31,10,2773.17,Loyal
CUST102810,49,Female,Hyderabad,Store,30,11,2636.19,Loyal
CUST102811,43,Female,Delhi,Online,30,22,11922.34,Champions
CUST102812,40,Female,Kolkata,Online,252,2,439.64,Lost
CUST102813,29,Female,Kolkata,Online,148,10,3045.26,At Risk
CUST102814,43,Female,Chennai,Store,7,22,8083.43,Champions
CUST102815,55,Female,Mumbai,Mobile App,20,22,10274.19,Champions
CUST102816,44,Other,Kolkata,Online,78,7,1132.88,Potential Loyalists
CUST102817,27,Female,Pune,Online,58,12,1746.1,Loyal
CUST102818,34,Female,Bengaluru,Online,41,9,1127.97,Potential Loyalists
CUST102819,39,Male,Chennai,Store,23,11,1426.24,Potential Loyalists
CUST102820,22,Male,Mumbai,Online,278,3,1144.03,Lost
CUST102821,30,Female,Hyderabad,Online,62,16,2471.06,Loyal
CUST102822,39,Female,Bengaluru,Online,93,6,3694.4,At Risk
CUST102823,41,Male,Noida,Online,22,26,7454.16,Champions
